Student_ID,DID_Address,Full_Name,Degree,Graduation_Year,Email
5fd5a9e6,did:ethr:0xb2f3677b5c820e97aafb9beb091fac235a576788,Chad Baxter,B.Sc. Information Technology,2026,wfox@yahoo.com
858a36d6,did:ethr:0xf65612a65ae6c9c7dc40f058b37ae279ca5c779a,David Watson,B.Sc. Information Technology,2026,cody81@gmail.com
0bd2ea24,did:ethr:0xb1f39d473dd8a9c0a7848e9f2e6089edb055d768,Justin Buchanan,B.Sc. Information Technology,2026,twaller@gmail.com
480c085e,did:ethr:0xcd7aeec0cca4106a48bb3f4e933cb5dbd1165fe3,Jessica Bender,B.Sc. Information Technology,2026,andrea73@hotmail.com
d0e21f38,did:ethr:0x56892884bdaa1f5f4038e2be6703fa7ce64fa3e7,Anna Allen,B.Sc. Information Technology,2026,johnpope@yahoo.com
f3c94cc1,did:ethr:0xac6d9e774b4ccb83b71775c2a04cc49540a19ea8,Mary Frazier,B.Sc. Information Technology,2026,peter51@hotmail.com
e5fb68ae,did:ethr:0x96cdaa0ce55a15b15ef0487417d7152217041197,Zachary Ramirez,B.Sc. Information Technology,2026,catherine96@yahoo.com
bcdd2e8f,did:ethr:0xa2012e73c825acbb8f66e8659fe947ce3ec6ac41,Curtis Spencer,B.Sc. Information Technology,2026,saragarcia@hotmail.com
5ace5a9e,did:ethr:0x706c6cf2c78b4b560c39d2b170e08073ccc77e5b,Mary Bell,B.Sc. Information Technology,2026,alexhenderson@gmail.com
66def2e8,did:ethr:0x424922b840e226c0f917235a25a5d41df8415878,Jesse Lawson MD,B.Sc. Information Technology,2026,camachojohnathan@gmail.com
b6c281d9,did:ethr:0x2cd63d9e49bf9ac3fdf578d336e7b9a3fc3f842e,Samuel Pitts,B.Sc. Information Technology,2026,larsonlori@hotmail.com
dd74c27e,did:ethr:0xa3afe262ba5ca804c72218988ea812aaa0db0498,Peter Anderson,B.Sc. Information Technology,2026,katherine43@hotmail.com
c73e17ea,did:ethr:0xedf112a078fbe68940c0a6483c041bc32dee00dd,Debra Arellano,B.Sc. Information Technology,2026,kellynicole@yahoo.com
c9c2f2c3,did:ethr:0x6ea36ccd0e168e460117f4ccbd0518a1f620c912,Robert Clark,B.Sc. Information Technology,2026,rjones@gmail.com
1e7a39ad,did:ethr:0x224839b9ab78404a831eaac842fda85f55bcd912,Stephen Thornton,B.Sc. Information Technology,2026,nmorrison@hotmail.com
a4304181,did:ethr:0xe78629efec3c133472fa0623338835db3a1c066a,Jerry Gonzales,B.Sc. Information Technology,2026,lopezmonique@gmail.com
bf235bfc,did:ethr:0x6306398b9df9afeb86261be7293acde0118b8988,John Shah,B.Sc. Information Technology,2026,jennifer44@hotmail.com
07affbde,did:ethr:0xe77d5254a4f135ce31f066761d10294f47c17c82,Yolanda Moreno,B.Sc. Information Technology,2026,nwright@yahoo.com
2da9c9be,did:ethr:0xe1e4bf65fd9ea98c62a77a812217d7e13145173e,Taylor Berger,B.Sc. Information Technology,2026,thomascook@yahoo.com
f26a0fc3,did:ethr:0x57273a0e1cbdda9d069b5f9b1932553e7d16e9f5,Christina Newton,B.Sc. Information Technology,2026,shirleycombs@hotmail.com
8de885ac,did:ethr:0x930523acbf5a78387b1b6ca0c51b50c7e1ad793f,Joseph Hodge,B.Sc. Information Technology,2026,jamesgarcia@gmail.com
f0fdb265,did:ethr:0xeca620abc4e17ddfe4bf6cae63820772db4c9b5e,Susan Bennett,B.Sc. Information Technology,2026,qchavez@yahoo.com
f1a4aa81,did:ethr:0x2a5205acfb5139d57a5c9696715f07ec29799212,Justin Anderson,B.Sc. Information Technology,2026,alexandershannon@hotmail.com
9b50398a,did:ethr:0x975da3a153e045ea60130a36a361abb72866c6fa,Sara Patrick,B.Sc. Information Technology,2026,jmartinez@gmail.com
2a0842ec,did:ethr:0x4c8091675bb6f703c4eae98aa27cb541172ef309,Barbara Hill,B.Sc. Information Technology,2026,shawbrenda@hotmail.com
dec46527,did:ethr:0xd6cb0ad70ad49f575539d7a596e9861a5f33c52f,Melissa Henderson,B.Sc. Information Technology,2026,aaronperry@hotmail.com
762109d1,did:ethr:0xa696f88377a4fb18f766262d25c390f9a827487a,Herbert Ramirez,B.Sc. Information Technology,2026,misty28@hotmail.com
c04ea78a,did:ethr:0x740dc3125dbe5bfd2a9f1c53eab4d68030551adb,Connor Bryant,B.Sc. Information Technology,2026,qmendoza@gmail.com
b5826761,did:ethr:0xd63cd83a3ab147d664fb7036de53e69d91fb3c32,Derek Martinez,B.Sc. Information Technology,2026,julie81@hotmail.com
92486d20,did:ethr:0xf39d50e5b42e1dca43df00339ba9a5234b5b3293,Paul Herrera,B.Sc. Information Technology,2026,heididavis@yahoo.com
26da13cd,did:ethr:0x630fd521beff21201042cc0bcc1b73b85e658649,Samantha Walker,B.Sc. Information Technology,2026,bparker@yahoo.com
f8b85d43,did:ethr:0x12104bf033930da8a170152cad679f78cc870df5,Joanne Greene,B.Sc. Information Technology,2026,priceedward@yahoo.com
cd85260e,did:ethr:0x2cda6bd5f1352cb64eb462838fc473f3e170e1f0,Sandy Ortiz,B.Sc. Information Technology,2026,woodrandall@yahoo.com
07ecf1fc,did:ethr:0x8c944a0ae95e120db2b428c8b419b1883cc78afa,Mrs. Shannon Arias DDS,B.Sc. Information Technology,2026,todd86@yahoo.com
f456c822,did:ethr:0x2b7e6e616c7d0679f172e98f37c7404728f76a0c,Ryan Stephens,B.Sc. Information Technology,2026,johnsonshawn@gmail.com
22f443c0,did:ethr:0x4805ca57e02a5c6a63ff1bfb927891a618a55377,Victoria Norton,B.Sc. Information Technology,2026,williamssamantha@gmail.com
6128ed42,did:ethr:0xf2b5de5eb89e05259efd78822e15b1545b9fc862,Caleb Young,B.Sc. Information Technology,2026,michellestevens@gmail.com
f7108028,did:ethr:0xefc8c977a6ce9e1d454de02902aa3c41304cdaca,John Lutz,B.Sc. Information Technology,2026,jamesmills@hotmail.com
a893031f,did:ethr:0x594973f4fb775c73200de62f437c8c85b38b0f13,Courtney Rodriguez,B.Sc. Information Technology,2026,lisa62@hotmail.com
5fc2c3d5,did:ethr:0x9a5133d2ab56012201862e33e44ee5731940aeb6,Paula Berry,B.Sc. Information Technology,2026,jay18@yahoo.com
f00a435d,did:ethr:0x10167f849bc03191fb4b8e4703b0acd823fe6da0,Bradley Carter,B.Sc. Information Technology,2026,scombs@gmail.com
b31af176,did:ethr:0x2bf9f6f4998059b95fcb78d3658bc607e33af16f,Jennifer Ward,B.Sc. Information Technology,2026,grahammichael@yahoo.com
2d998882,did:ethr:0xf70655e94537ad65c18c1239056cf3fefa3ef000,Jason Moreno,B.Sc. Information Technology,2026,cindy56@gmail.com
d165266f,did:ethr:0x0c95761f6e02c8c30028db8102485354b7b93739,Anthony Wilson,B.Sc. Information Technology,2026,yburnett@gmail.com
462a2097,did:ethr:0x10c77c1688e0b6d7dea6657e14145f0b3e46e5e8,Michael Rodriguez,B.Sc. Information Technology,2026,brownroger@hotmail.com
dad3d2c7,did:ethr:0x58f085926c19ba843cc579362f81aff1dd468d99,Jacob Lawrence,B.Sc. Information Technology,2026,jonathan93@gmail.com
d7c7ff3c,did:ethr:0x615f9cf9b66b470ab3794aef0d5a02ee4b4972b0,William Davis,B.Sc. Information Technology,2026,blairrobert@gmail.com
fbe14c5c,did:ethr:0x38b2bab9a658f35de60b495a39b5553a5d64eedc,Ronald Lawrence,B.Sc. Information Technology,2026,katherine86@yahoo.com
09ac95b3,did:ethr:0xabfa4ca0eb513f65deca6022447f688cdf7a56e7,Eric Jones,B.Sc. Information Technology,2026,andrea44@hotmail.com
ea2b7a8c,did:ethr:0x4526f276469037b3d91d89c07a2f512fa8afb860,Michael Castillo,B.Sc. Information Technology,2026,clementsjohn@hotmail.com
aade9cc4,did:ethr:0xcbfbe643bd4934b023a1b8257a2f7ababc3aaa3a,Robert Reed,B.Sc. Information Technology,2026,jenkinshannah@gmail.com
a3c4381a,did:ethr:0xfd923a3adff66fb46f234105c1011412ae4fc550,Laura Acevedo,B.Sc. Information Technology,2026,csmith@gmail.com
e4241eda,did:ethr:0xbb66de9d95544621bfa9bc0e809ff76b6a17640e,Lisa Lang,B.Sc. Information Technology,2026,wjackson@hotmail.com
2188482b,did:ethr:0x7e9963cc0cc3191af52676703ebdca3820f9b2e3,Adam Hoffman,B.Sc. Information Technology,2026,michaelbrown@yahoo.com
c648e818,did:ethr:0x2d76d8974c382a436f6b41dad43787e42d001514,Haley Williams,B.Sc. Information Technology,2026,ryan99@hotmail.com
b32af010,did:ethr:0x1e18b2876f130e7e57cffd43ff2f447fcac4a52a,Caitlin Fitzpatrick,B.Sc. Information Technology,2026,kennethknight@hotmail.com
e32bdf0c,did:ethr:0x1aee7101b7c0c33cbf2c3cacc757ae6c3d4be8a0,Christina Shepard,B.Sc. Information Technology,2026,roberttucker@yahoo.com
d20a1877,did:ethr:0xd98bb1ea71580005cd56c6c7ac4ba52e79d25037,Cheyenne Garza,B.Sc. Information Technology,2026,qpalmer@yahoo.com
b4506771,did:ethr:0x3e241fa6c29c641deda9a99fad7d9b6c0da9f046,Daniel Daugherty,B.Sc. Information Technology,2026,tinaserrano@hotmail.com
e7a94938,did:ethr:0x77c1abc11256fda57ffc9f977d934d7e57105941,Geoffrey Austin,B.Sc. Information Technology,2026,matthew15@yahoo.com
450f64bb,did:ethr:0xd806c45d6e5cf5535687ce3bbaf9447249c77429,Christopher Fleming,B.Sc. Information Technology,2026,flemingbilly@hotmail.com
cdb13843,did:ethr:0x8aa6397c74730508fe3c73ee17993f1f75ae62bc,Jillian Wilkerson,B.Sc. Information Technology,2026,webbbrian@yahoo.com
e78cac42,did:ethr:0x0b17ac5cc05dbcaf8890870cfb99675edc533d14,Sarah Dean,B.Sc. Information Technology,2026,hkey@hotmail.com
e4933505,did:ethr:0x84d014cf8115ec91a488959cf541869306267bfb,Jesse Miller,B.Sc. Information Technology,2026,mcdonaldsandra@yahoo.com
09266091,did:ethr:0xc98ed988b7300f789ba7520595af84f4d78f28f6,Ricardo Vargas,B.Sc. Information Technology,2026,abrandt@hotmail.com
c4ef0701,did:ethr:0x459da4c7abe431fa4e60f3c3bb09b09ed0968273,Deborah Noble,B.Sc. Information Technology,2026,barbara36@hotmail.com
d5999daa,did:ethr:0x3c8326c0eacd338101bedfadb1492f688eb58d01,Jonathan Flores,B.Sc. Information Technology,2026,linda60@hotmail.com
7abcf87f,did:ethr:0xe409de05400872ae2e62ebc9784ffb34452e763c,Jose Jordan,B.Sc. Information Technology,2026,millerdouglas@gmail.com
3530e7ea,did:ethr:0x6acf429275b7940b68b7dee40887c0640449d707,Vincent Lopez,B.Sc. Information Technology,2026,mario21@gmail.com
ae9c11dc,did:ethr:0xd79b565ed28e9527f84c6e2ac20cb3ad30b07a1c,Sarah Beasley,B.Sc. Information Technology,2026,williamsjeremy@gmail.com
038589c9,did:ethr:0xafbb6b024500c375a330d556094b43d3fbe48768,Christopher Smith,B.Sc. Information Technology,2026,cvance@hotmail.com
156308c0,did:ethr:0x543484341d72fc2ad7773ab0ef0cc227320ac5b6,Ann Lawson,B.Sc. Information Technology,2026,teresa02@gmail.com
fecc2c49,did:ethr:0xbe88da311ea13b5bc3a56dc926b4fbba509c1ebc,Kelly Hunt MD,B.Sc. Information Technology,2026,brownjeremy@hotmail.com
0120e50a,did:ethr:0x614fa4c52d8ad4bbec870d1a58b49970a37eda0b,Erik Dominguez,B.Sc. Information Technology,2026,marmstrong@hotmail.com
a271e0d8,did:ethr:0x75a3c0df314742649ea7252c6488f3379e008dc8,Renee Hale,B.Sc. Information Technology,2026,kgray@yahoo.com
e9d7fcf1,did:ethr:0x64e4709e64e29fc0346b2d978f547e92aef334d0,James Lyons,B.Sc. Information Technology,2026,wrightcharles@hotmail.com
21d75fb5,did:ethr:0x81bb11e6818d8384d3d4a67a88ac59f0cced6ac8,Alexander Evans,B.Sc. Information Technology,2026,meyerssean@yahoo.com
298636af,did:ethr:0x7f0dc1a9d2111fcfe46e6dad64d2f5d38b7ae9e2,Diane Todd,B.Sc. Information Technology,2026,allison01@gmail.com
efb4c280,did:ethr:0x3eecaa1d0f4252754fcf78a392cc6dbdfd1946b9,Scott Hall,B.Sc. Information Technology,2026,nicholsjames@yahoo.com
10494741,did:ethr:0xc2ab76a74b72a7d1cfef107de0177d4d11abade2,Jill Perez,B.Sc. Information Technology,2026,kimberly68@hotmail.com
855e3af4,did:ethr:0x520421d7293b362e689e1b9d481a0b90838d1a4a,Dillon Gallegos,B.Sc. Information Technology,2026,lancemiller@yahoo.com
94c8708d,did:ethr:0xfbdc66f80cccb6ce8a342058638f5f2077b2687b,Andrea King,B.Sc. Information Technology,2026,ujohnson@hotmail.com
13ab9db4,did:ethr:0x07dddb68178273cc53ff13eb32a024e0aea4b0ba,Kenneth Kidd,B.Sc. Information Technology,2026,kevin10@hotmail.com
fefca145,did:ethr:0x43d7f94913ed2a43f80054226a3cae7b13e86aea,John Moreno,B.Sc. Information Technology,2026,coopersharon@gmail.com
1dac6922,did:ethr:0x9dea6ed39177c4432bf99777b1b9b8412433499f,Blake Lee PhD,B.Sc. Information Technology,2026,joseph42@hotmail.com
88c04215,did:ethr:0x83d64073d542d42255b2a5bda1bc52d428a7f2e3,Ashley Andrade,B.Sc. Information Technology,2026,janiceporter@hotmail.com
3a3dcde6,did:ethr:0x7232ee94ccc7b6ac594c77af83152adf79627c56,Michael Mcdonald,B.Sc. Information Technology,2026,medinajulie@gmail.com
7e2ded1e,did:ethr:0xcf30f8c020f53351270280591015cd7bafdfa07a,Candice Ritter,B.Sc. Information Technology,2026,philip77@yahoo.com
f7265dc4,did:ethr:0x672675851f8c8a2479b684d131f93b8ec8eb9cba,Heather Ewing,B.Sc. Information Technology,2026,matthew01@hotmail.com
666cebc5,did:ethr:0xa5f136c36e1377e08bcd781a0354da0c87ae6845,Tina Poole,B.Sc. Information Technology,2026,joseph12@yahoo.com
482eadc7,did:ethr:0xddee3208a65944df4a38ad15e912a080a1d63032,Vincent Hanna,B.Sc. Information Technology,2026,reyesthomas@yahoo.com
680c5396,did:ethr:0xdfbbbcbd4062f4c537209788e58a7472f1a97c04,Jacqueline Sutton,B.Sc. Information Technology,2026,stephanie42@yahoo.com
5e58fa66,did:ethr:0x41ac3ed3011690c9448326d79338b6adfca35baa,Austin Crawford,B.Sc. Information Technology,2026,molly99@hotmail.com
409fa171,did:ethr:0x6b32dc295d4d38e1b33b9b5fdd9663e81dc78a7c,Anthony Potts,B.Sc. Information Technology,2026,rodriguezstephanie@gmail.com
b021cb43,did:ethr:0x693ff5a5d5c26aba65f3168962efe450f67b459a,Henry Chavez,B.Sc. Information Technology,2026,elizabethperez@gmail.com
e1d65c0a,did:ethr:0xbffc297196179ca520efbf5d0f53de0a758bfd68,Adam Wagner,B.Sc. Information Technology,2026,christinejones@hotmail.com
5c05c9ae,did:ethr:0xc55ac610e9335e9cdd1d3c6e08ec0eb185948e16,Lisa Gomez,B.Sc. Information Technology,2026,mholmes@hotmail.com
9b04d838,did:ethr:0x2d8f95b208a2f675d121716d453a58d12a79ad17,Andres Bradford,B.Sc. Information Technology,2026,bryan45@hotmail.com
b9b2ec13,did:ethr:0x6ed054a591067e65c1b1d1d8c7b7130d9f168cae,Deanna Simon,B.Sc. Information Technology,2026,jennifer48@yahoo.com
2388e5da,did:ethr:0xd7211ca2432bf198b0f74fb728dd617db3c3466b,Carol Mcguire,B.Sc. Information Technology,2026,sharonstewart@hotmail.com
77c2b85e,did:ethr:0x896386e372289363a4f40b5c94b6c66120daae08,John Hudson,B.Sc. Information Technology,2026,tanyabaker@gmail.com
ae38a11b,did:ethr:0x70662fdc4f4ca8bc58b317d3e70c0497eaef0ed5,Laura Craig,B.Sc. Information Technology,2026,shawn65@hotmail.com
